tripId,duration,endLat,endLon,startLat,startLon,startTime,dayofweek,normTime
40,00:05:04,37.765235,-122.415379,37.785713,-122.41647900000001,2007-01-07 07:17:13+00:00,6,0.9007066629401346
41,00:03:24,37.787437,-122.41663500000001,37.789596,-122.425552,2007-01-03 06:26:40+00:00,2,0.32414213963580313
42,00:02:28,37.779216,-122.410995,37.775321000000005,-122.413403,2007-01-06 04:12:08+00:00,5,0.7394542174034561
43,00:00:00,37.775987,-122.403549,37.775987,-122.403549,2007-01-03 20:58:46+00:00,2,0.4106781682000023
44,00:02:44,37.791731,-122.41053400000001,37.791895000000004,-122.409577,2007-01-03 03:25:41+00:00,2,0.30618367282812364
45,00:04:42,37.770194000000004,-122.41336100000001,37.781994,-122.39204699999999,2007-01-07 09:15:56+00:00,6,0.9124865836576133
46,00:03:56,37.781786,-122.39208400000001,37.774186,-122.40189299999999,2007-01-07 03:26:23+00:00,6,0.8778017209301556
47,00:08:52,37.784524,-122.432657,37.783883,-122.40208999999999,2007-01-07 08:20:50+00:00,6,0.9070191657308991
48,00:04:30,37.795818,-122.423197,37.79857,-122.398724,2007-01-02 16:03:45+00:00,1,0.238517347392723
49,00:04:28,37.763591999999996,-122.424095,37.77876,-122.414728,2007-01-02 18:10:05+00:00,1,0.25105304850720966
50,00:07:42,37.740576000000004,-122.423235,37.759498,-122.412605,2007-01-03 18:18:54+00:00,2,0.39481504879496854
51,00:03:40,37.766937,-122.389738,37.772641,-122.407151,2007-01-03 18:01:35+00:00,2,0.3930967646976134
52,00:10:48,37.768153000000005,-122.428242,37.796529,-122.40355500000001,2007-01-06 06:34:22+00:00,5,0.7535676307690272
53,00:05:12,37.798041999999995,-122.40560500000001,37.78953,-122.422114,2007-01-06 05:29:02+00:00,5,0.7470847879763112
54,00:07:32,37.766076,-122.43026200000001,37.780775,-122.409052,2007-01-03 14:27:34+00:00,2,0.37186049319218817
55,00:02:56,37.778317,-122.393452,37.785421,-122.39386,2007-01-07 02:41:52+00:00,6,0.8733844573844045
56,00:03:52,37.773688,-122.40542099999999,37.765439,-122.41322,2007-01-07 05:19:04+00:00,6,0.8889829709611642
57,00:09:16,37.799882000000004,-122.412322,37.785371000000005,-122.400135,2007-01-04 15:45:09+00:00,3,0.5224460162765661
58,00:04:47,37.792949,-122.404431,37.778403999999995,-122.405397,2007-01-04 06:29:07+00:00,3,0.46727239350855754
59,00:04:16,37.797791,-122.43023600000001,37.7857,-122.422285,2007-01-04 16:34:39+00:00,3,0.5273577619639045
60,00:12:20,37.779558,-122.49604099999999,37.784995,-122.427399,2007-01-07 20:08:05+00:00,6,0.9771975927484773
61,00:04:44,37.780839,-122.47058999999999,37.783026,-122.44726000000001,2007-01-02 15:11:13+00:00,1,0.23330461257572274
62,00:03:44,37.798365000000004,-122.41040500000001,37.792433,-122.409754,2007-01-05 08:52:47+00:00,4,0.6244151797748535
63,00:08:36,37.792362,-122.43448400000001,37.776837,-122.41016499999999,2007-01-05 09:28:05+00:00,4,0.6279178994266322
64,00:04:12,37.770178,-122.422453,37.783023,-122.409448,2007-01-01 05:43:10+00:00,0,0.03405146252602646
65,00:04:36,37.791416,-122.40213700000001,37.804293,-122.41336799999999,2007-01-02 06:34:57+00:00,1,0.18207692422185215
66,00:03:24,37.761047999999995,-122.40618700000002,37.731511,-122.42613700000001,2007-01-06 19:08:57+00:00,5,0.8284428112384711
67,00:02:32,37.780873,-122.408397,37.777529,-122.404292,2007-01-06 23:01:12+00:00,5,0.8514883250947206
68,00:12:06,37.766899,-122.45935300000001,37.778110999999996,-122.420673,2007-01-06 19:50:13+00:00,5,0.8325375864310132
69,00:04:00,37.771639,-122.445605,37.773494,-122.45446899999999,2007-01-07 21:30:22+00:00,6,0.9853623363371607
70,00:07:56,37.773195,-122.422265,37.78947,-122.428933,2007-01-06 01:03:28+00:00,5,0.7207333550530617
71,00:00:00,37.77491,-122.454264,37.77491,-122.454264,2007-01-07 19:48:55+00:00,6,0.975295738357757
72,00:08:32,37.802277000000004,-122.42815700000001,37.793003999999996,-122.393026,2007-01-07 07:50:08+00:00,6,0.9039728911328934
73,00:05:24,37.779327,-122.39333400000001,37.777021000000005,-122.392963,2007-01-02 19:16:44+00:00,1,0.2576665404276361
74,00:04:28,37.785270000000004,-122.406345,37.773585,-122.41181100000001,2007-01-05 20:19:10+00:00,4,0.6925230661861865
75,00:02:08,37.795628,-122.43511799999999,37.800418,-122.436116,2007-01-05 06:35:38+00:00,4,0.6108061712694299
76,00:02:44,37.779097,-122.43866200000001,37.774898,-122.431055,2007-01-05 08:24:31+00:00,4,0.6216103579951477
77,00:09:40,37.769409,-122.42663300000001,37.788596999999996,-122.413274,2007-01-03 17:49:57+00:00,2,0.3919424217717675
78,00:02:42,37.782283,-122.4107,37.783840000000005,-122.416178,2007-01-07 18:14:03+00:00,6,0.965882386016905
79,00:02:36,37.790605,-122.434174,37.784124,-122.433697,2007-01-07 09:08:57+00:00,6,0.9117936471448205
80,00:04:20,37.79152,-122.442553,37.795753999999995,-122.438702,2007-01-06 06:20:00+00:00,5,0.7521420668692004
81,00:02:48,37.789347,-122.40920600000001,37.797592,-122.408882,2007-01-06 05:20:30+00:00,5,0.7462380493258339
82,00:03:52,37.7759,-122.42105500000001,37.773111,-122.43760900000001,2007-01-06 05:40:03+00:00,5,0.7481779408043686
83,00:01:56,37.766287,-122.401702,37.766042,-122.40219499999999,2007-01-03 20:57:07+00:00,2,0.4105144433437577
84,00:10:56,37.793518,-122.399295,37.782109000000005,-122.407182,2007-01-06 02:29:19+00:00,5,0.7292520089370619
85,00:02:40,37.784627,-122.431449,37.785963,-122.419248,2007-01-05 06:27:16+00:00,4,0.6099759704832198
86,00:07:36,37.766625,-122.393051,37.773993,-122.40001699999999,2007-01-04 01:38:49+00:00,3,0.4384667415280656
87,00:08:12,37.748293,-122.41781200000001,37.773148,-122.41345600000001,2007-01-06 00:39:22+00:00,5,0.7183419798800343
88,00:02:56,37.784380999999996,-122.398215,37.779112,-122.393033,2007-01-04 23:31:42+00:00,3,0.5687404597195509
89,00:06:48,37.752708,-122.41026200000002,37.743815999999995,-122.42499699999999,2007-01-05 03:33:22+00:00,4,0.5927203629068934
90,00:09:28,37.787254,-122.403226,37.740964,-122.388345,2007-01-03 22:13:15+00:00,2,0.41806893974098397
91,00:03:36,37.789139,-122.425173,37.775292,-122.42219899999999,2007-01-01 17:23:09+00:00,0,0.10350883866155756
92,00:02:24,37.77767,-122.395692,37.781876000000004,-122.40141499999999,2007-01-02 16:05:44+00:00,1,0.2387141479775019
93,00:06:30,37.798476,-122.428458,37.794638,-122.40961200000001,2007-01-05 15:43:50+00:00,4,0.6652025144168832
94,00:03:00,37.788526,-122.40701299999999,37.78686,-122.419952,2007-01-02 01:40:48+00:00,1,0.15288924757678943
95,00:04:44,37.78694,-122.399961,37.789761,-122.39587399999999,2007-01-02 21:07:09+00:00,1,0.26862287550461156
96,00:02:16,37.781952000000004,-122.419648,37.780271,-122.412172,2007-01-07 17:05:36+00:00,6,0.9590902851623936
97,00:01:56,37.797695000000004,-122.40831399999999,37.795047,-122.40158000000001,2007-01-01 17:08:32+00:00,0,0.10205846796533002
98,00:02:48,37.761594,-122.412345,37.76999,-122.413175,2007-01-01 17:30:01+00:00,0,0.10419019866936344
99,00:10:40,37.785622,-122.42329099999999,37.774747,-122.401226,2007-01-04 16:49:58+00:00,3,0.528877591690054
100,00:06:48,37.785494,-122.402749,37.787702,-122.413634,2007-01-05 18:37:15+00:00,4,0.6824101621868349
101,00:03:16,37.790394,-122.39854,37.7905,-122.40563300000001,2007-01-06 03:03:17+00:00,5,0.7326224256747035
102,00:03:40,37.792317,-122.39138,37.789025,-122.388021,2007-01-04 01:58:31+00:00,3,0.44042151708444066
103,00:08:44,37.782508,-122.446275,37.774765,-122.419009,2007-01-06 05:28:02+00:00,5,0.7469855607907083
104,00:02:24,37.7785,-122.40866799999999,37.784537,-122.40440600000001,2007-01-04 08:57:15+00:00,3,0.48197124726918517
105,00:07:12,37.774473,-122.39003999999998,37.768172,-122.4229,2007-01-05 05:35:37+00:00,4,0.6048508863468354
106,00:15:48,37.758277,-122.444391,37.782522,-122.406038,2007-01-04 16:37:05+00:00,3,0.5275992147822046
107,00:02:28,37.772918,-122.39141699999999,37.778051,-122.393608,2007-01-03 23:25:37+00:00,2,0.42524968040577305
108,00:14:12,37.788693,-122.401997,37.787061,-122.40002,2007-01-06 02:14:47+00:00,5,0.7278099071729679
109,00:09:24,37.772827,-122.44664099999999,37.775988,-122.414498,2007-01-05 21:06:12+00:00,4,0.6971900514823715
110,00:05:00,37.799675,-122.414121,37.791201,-122.40781399999999,2007-01-07 18:48:05+00:00,6,0.9692594179002535
111,00:02:24,37.7982,-122.433948,37.798344,-122.425785,2007-01-07 02:29:58+00:00,6,0.8722036538757312
112,00:03:56,37.793248,-122.404601,37.788732,-122.400901,2007-01-03 23:24:48+00:00,2,0.4251686448708641
113,00:06:42,37.798778999999996,-122.45361100000001,37.801588,-122.42449099999999,2007-01-07 01:08:19+00:00,6,0.8641017541712628
114,00:09:04,37.752243,-122.418742,37.771764000000005,-122.406244,2007-01-03 16:44:08+00:00,2,0.3854116191726768
115,00:07:28,37.792644,-122.41591399999999,37.78131,-122.39558500000001,2007-01-06 16:34:51+00:00,5,0.8131519019370801
116,00:03:52,37.791001,-122.425886,37.789398999999996,-122.430116,2007-01-06 04:18:45+00:00,5,0.7401107706148613
117,00:08:44,37.783936,-122.403677,37.795188,-122.42756100000001,2007-01-04 01:35:01+00:00,3,0.43808967822277495
118,00:04:08,37.740044,-122.411231,37.749453,-122.405673,2007-01-07 02:11:44+00:00,6,0.8703944115249068
119,00:05:36,37.790898,-122.447597,37.798076,-122.435185,2007-01-07 01:52:57+00:00,6,0.868530594222001
120,00:01:49,37.801213,-122.42453,37.788676,-122.421908,2007-01-07 07:23:25+00:00,6,0.901321871490872
121,00:01:52,37.786817,-122.443322,37.788789,-122.426651,2007-01-02 03:39:24+00:00,1,0.16465759178928116
122,00:02:24,37.764441999999995,-122.43540800000001,37.770539,-122.439604,2007-01-03 16:49:08+00:00,2,0.3859077551006908
123,00:03:04,37.778776,-122.414774,37.788835999999996,-122.419344,2007-01-01 08:10:52+00:00,0,0.04870731783955956
124,00:04:00,37.790881,-122.38977299999999,37.784416,-122.39101399999998,2007-01-04 02:38:56+00:00,3,0.4444319491692204
125,00:05:48,37.768402,-122.478379,37.73447,-122.47151699999999,2007-01-07 06:49:00+00:00,6,0.897906802519709
126,00:05:24,37.759974,-122.42166100000001,37.775432,-122.413793,2007-01-07 00:58:01+00:00,6,0.863079714159554
127,00:03:00,37.790445,-122.40401399999999,37.791398,-122.402616,2007-01-07 08:32:02+00:00,6,0.9081305102096505
128,00:06:04,37.791647999999995,-122.412127,37.787405,-122.40821499999998,2007-01-07 06:41:57+00:00,6,0.8972072508612092
129,00:03:32,37.778902,-122.397108,37.783765,-122.40203500000001,2007-01-02 14:53:11+00:00,1,0.23151521566201896
130,00:03:44,37.77086,-122.425529,37.777063,-122.43143899999998,2007-01-05 08:31:14+00:00,4,0.6222768339251132
131,00:03:12,37.778245,-122.421623,37.77584,-122.41426799999999,2007-01-02 18:15:34+00:00,1,0.25159714424159835
132,00:03:08,37.789102,-122.471498,37.822068,-122.47889599999999,2007-01-07 07:06:50+00:00,6,0.8996763539962922
133,00:04:12,37.773633000000004,-122.41806100000001,37.785643,-122.40588400000001,2007-01-06 08:10:43+00:00,5,0.7631281701018567
134,00:06:17,37.78433,-122.403801,37.78798,-122.40353,2007-01-04 03:40:00+00:00,3,0.45049142263669784
135,00:06:40,37.78881,-122.42695,37.780701,-122.41708700000001,2007-01-07 01:18:36+00:00,6,0.8651221403965449
136,00:06:04,37.760028000000005,-122.39753,37.782405,-122.40601699999999,2007-01-07 07:44:02+00:00,6,0.9033676053007162
137,00:04:08,37.765602,-122.410652,37.768089,-122.42246599999999,2007-01-07 03:32:26+00:00,6,0.8784020454030526
138,00:06:48,37.770547,-122.389563,37.770967999999996,-122.407178,2007-01-06 18:00:42+00:00,5,0.8216705558210802
139,00:09:32,37.76463,-122.432753,37.773452,-122.43484699999999,2007-01-07 00:30:45+00:00,6,0.8603741195654511
140,00:03:24,37.76795,-122.42853400000001,37.770579999999995,-122.422366,2007-01-02 03:01:54+00:00,1,0.16093657232917627
141,00:02:44,37.778835,-122.44713300000001,37.786415999999996,-122.4456,2007-01-03 15:49:45+00:00,2,0.38001531406231137
142,00:05:12,37.774466,-122.404522,37.778554,-122.40874099999999,2007-01-07 22:37:03+00:00,6,0.9919791358304406
143,00:03:40,37.769663,-122.424621,37.773351,-122.436676,2007-01-05 02:23:36+00:00,4,0.5857976129246717
144,00:02:00,37.765808,-122.40725800000001,37.762279,-122.40331,2007-01-05 02:30:01+00:00,4,0.5864343206989563
145,00:04:36,37.748314,-122.409411,37.742197,-122.42528899999999,2007-01-07 01:31:29+00:00,6,0.8664005173043943
146,00:02:48,37.779983,-122.41512,37.788475,-122.421051,2007-01-06 10:33:23+00:00,5,0.7772845819145224
147,00:08:36,37.788528,-122.42043500000001,37.790946999999996,-122.42258799999999,2007-01-06 10:07:09+00:00,5,0.7746815220788756
148,00:03:24,37.767362,-122.446119,37.773983,-122.43890800000001,2007-01-04 02:29:03+00:00,3,0.4434512538181794
149,00:03:16,37.764101000000004,-122.413628,37.772099,-122.410836,2007-01-05 03:28:03+00:00,4,0.592192805036772
150,00:05:16,37.757197999999995,-122.39981599999999,37.76627,-122.401881,2007-01-03 00:54:06+00:00,2,0.29114248527716635
151,00:04:52,37.791171999999996,-122.40407900000001,37.781141999999996,-122.40433999999999,2007-01-02 03:14:09+00:00,1,0.16215210535281052
152,00:02:52,37.781898,-122.390891,37.784319,-122.391071,2007-01-03 04:40:00+00:00,2,0.31355790650483817
153,00:03:18,37.793209000000004,-122.415977,37.786896999999996,-122.42318700000001,2007-01-06 21:27:26+00:00,5,0.8421841226580317
154,00:07:30,37.777984000000004,-122.429551,37.781478,-122.40823600000002,2007-01-03 23:27:47+00:00,2,0.42546467264124577
155,00:04:24,37.804518,-122.421948,37.79718,-122.41216100000001,2007-01-01 05:10:08+00:00,0,0.03077365782828074
156,00:03:56,37.788744,-122.42765800000001,37.792815000000004,-122.41784299999999,2007-01-07 01:22:03+00:00,6,0.8654644741868746
157,00:03:24,37.779934999999995,-122.407103,37.781503,-122.40463500000001,2007-01-05 00:49:31+00:00,4,0.5764619885458752
158,00:04:52,37.789299,-122.391949,37.7853,-122.3968,2007-01-07 06:01:57+00:00,6,0.8932381634370974
159,00:05:44,37.769241,-122.43593899999999,37.764974,-122.44906,2007-01-03 01:43:59+00:00,2,0.2960922680523192
160,00:08:06,37.780365,-122.40319099999999,37.783196999999994,-122.393748,2007-01-05 01:11:54+00:00,4,0.5786830237169511
161,00:03:12,37.781797999999995,-122.415613,37.793521000000005,-122.421297,2007-01-02 07:41:34+00:00,1,0.18868710856942514
162,00:03:32,37.755021,-122.418725,37.767196000000006,-122.41990600000001,2007-01-01 05:21:18+00:00,0,0.03188169473417864
163,00:03:08,37.789796,-122.435744,37.80046,-122.437876,2007-01-02 16:54:45+00:00,1,0.24357793385846566
164,00:10:24,37.773388,-122.41506799999999,37.795374,-122.39883999999999,2007-01-04 00:58:19+00:00,3,0.4344480405111523
165,00:03:24,37.796578000000004,-122.40253999999999,37.784793,-122.40024299999999,2007-01-04 05:58:33+00:00,3,0.46423934920196536
166,00:05:00,37.778754,-122.420162,37.794881,-122.42339199999999,2007-01-07 06:33:02+00:00,6,0.8963224751229176
167,00:08:30,37.605004,-122.38358999999998,37.599862,-122.38335,2007-01-05 19:23:55+00:00,4,0.6870407641816321
168,00:04:00,37.787846,-122.428688,37.781809,-122.427328,2007-01-04 16:33:11+00:00,3,0.5272122287583537
169,00:01:40,37.780458,-122.421842,37.777464,-122.41649199999999,2007-01-07 04:42:29+00:00,6,0.8853529097545285
170,00:08:56,37.790612,-122.393051,37.798531,-122.401299,2007-01-05 03:32:00+00:00,4,0.5925847524199029
171,00:07:48,37.766113,-122.45494,37.761565999999995,-122.47671000000001,2007-01-07 04:45:58+00:00,6,0.8856985511177116
172,00:05:00,37.758534999999995,-122.419696,37.769754,-122.41559699999999,2007-01-01 17:42:00+00:00,0,0.10537927111017029
173,00:11:00,37.756458,-122.425725,37.766678000000006,-122.401822,2007-01-02 19:12:21+00:00,1,0.2572315945974105
174,00:10:28,37.786155,-122.394065,37.771463,-122.432135,2007-01-06 05:32:28+00:00,5,0.7474254679802141
175,00:03:48,37.744932,-122.43208999999999,37.750662,-122.420627,2007-01-06 05:19:03+00:00,5,0.74609416990671
176,00:05:48,37.775863,-122.42379299999999,37.786679,-122.421897,2007-01-07 09:11:20+00:00,6,0.9120301386038404
177,00:05:24,37.787075,-122.390666,37.790648,-122.40386799999999,2007-01-04 19:10:37+00:00,3,0.5428338953450873
178,00:03:44,37.761373,-122.427618,37.748344,-122.42478500000001,2007-01-05 06:21:28+00:00,4,0.6094004528067236
179,00:07:40,37.773375,-122.44314399999999,37.787661,-122.436706,2007-01-06 05:04:39+00:00,5,0.7446652984340296
180,00:05:32,37.779309999999995,-122.441235,37.784575,-122.432806,2007-01-07 03:15:42+00:00,6,0.8767416438306325
181,00:02:04,37.778040999999995,-122.393622,37.774559,-122.398301,2007-01-03 00:48:02+00:00,2,0.2905405070178427
182,00:02:24,37.799968,-122.435281,37.800166,-122.44233500000001,2007-01-07 05:48:50+00:00,6,0.8919366335192741
183,00:08:16,37.800990000000006,-122.42740900000001,37.791266,-122.400376,2007-01-01 19:16:56+00:00,0,0.11479923859672914
184,00:05:06,37.781308,-122.388153,37.726112,-122.40193799999999,2007-01-01 04:45:41+00:00,0,0.028347553140292355
185,00:04:28,37.798536999999996,-122.45026200000001,37.796336,-122.44209199999999,2007-01-05 02:57:33+00:00,4,0.5891663758758866
186,00:03:44,37.76727,-122.42933500000001,37.775686,-122.4226,2007-01-06 04:01:26+00:00,5,0.7383924865175061
187,00:03:30,37.784587,-122.423336,37.783217,-122.439793,2007-01-05 01:08:16+00:00,4,0.5783224982759276
188,00:16:12,37.736274,-122.429006,37.775117,-122.432768,2007-01-05 04:01:04+00:00,4,0.5954689559480909
189,00:03:48,37.781622999999996,-122.40168500000001,37.770866,-122.39743700000001,2007-01-01 22:40:03+00:00,0,0.1349539337790839
190,00:02:44,37.78927,-122.423275,37.79135,-122.41389699999999,2007-01-03 23:35:18+00:00,2,0.42621053031969347
191,00:02:18,37.739696,-122.40097,37.736928999999996,-122.39113200000001,2007-01-04 02:07:24+00:00,3,0.4413029852498789
192,00:05:06,37.784637,-122.430878,37.773922999999996,-122.411879,2007-01-01 12:40:13+00:00,0,0.07543416028167291
193,00:03:12,37.78748,-122.40443700000002,37.787807,-122.40376299999998,2007-01-02 04:06:53+00:00,1,0.16738468560693134
194,00:08:48,37.787242,-122.39459099999999,37.758452,-122.414662,2007-01-07 05:18:54+00:00,6,0.888966433096897
195,00:02:32,37.749887,-122.424865,37.748659,-122.438142,2007-01-05 03:26:52+00:00,4,0.5920753862004753
196,00:03:24,37.781092,-122.47243600000002,37.810287,-122.477525,2007-01-07 19:11:04+00:00,6,0.9715399893826911
197,00:04:08,37.790104,-122.397025,37.780749,-122.408824,2007-01-02 05:21:35+00:00,1,0.17479695637146028
198,00:08:24,37.631923,-122.421297,37.730453000000004,-122.438464,2007-01-04 22:22:08+00:00,3,0.5618375551744497
199,00:04:08,37.797071,-122.42376100000001,37.803173,-122.432221,2007-01-04 03:44:47+00:00,3,0.45096605934116457
200,00:07:04,37.792608,-122.441452,37.781648,-122.422243,2007-01-04 22:39:46+00:00,3,0.5635872612139123
201,00:02:16,37.786285,-122.399176,37.78942,-122.39510200000001,2007-01-05 01:17:42+00:00,4,0.5792585413934473
202,00:03:52,37.751794,-122.40316200000001,37.767754,-122.404967,2007-01-04 03:45:35+00:00,3,0.4510454410896468
203,00:04:12,37.780678,-122.430373,37.778728,-122.42860800000001,2007-01-06 09:34:46+00:00,5,0.7714682150517718
204,00:03:48,37.783535,-122.40221499999998,37.794230999999996,-122.400003,2007-01-02 05:04:45+00:00,1,0.17312663208047988
205,00:01:04,37.792728000000004,-122.39770800000001,37.795362,-122.398211,2007-01-04 20:00:33+00:00,3,0.5477886394795204
206,00:04:48,37.802668,-122.42934299999999,37.798115,-122.420427,2007-01-05 01:04:27+00:00,4,0.5779437811842103
207,00:06:36,37.79445,-122.43455300000001,37.799281,-122.40916399999999,2007-01-06 03:33:36+00:00,5,0.735630663184895
208,00:03:18,37.783634,-122.40222800000001,37.792126,-122.39371499999999,2007-01-01 06:14:18+00:00,0,0.037140735571126876
209,00:04:08,37.747721000000006,-122.427116,37.766095,-122.428991,2007-01-02 02:29:05+00:00,1,0.15768026685497782
210,00:11:12,37.787727000000004,-122.435332,37.773383,-122.40906899999999,2007-01-02 17:14:10+00:00,1,0.2455045950455866
211,00:07:18,37.757902,-122.406772,37.755289000000005,-122.421803,2007-01-03 01:45:12+00:00,2,0.29621299446146926
212,00:02:52,37.78841,-122.39981599999999,37.786305,-122.409878,2007-01-03 07:08:28+00:00,2,0.3282898359940001
213,00:04:32,37.791862,-122.39907600000001,37.789659,-122.413498,2007-01-07 02:47:12+00:00,6,0.8739136690409527
214,00:08:20,37.737796,-122.424971,37.712856,-122.45251699999999,2007-01-06 02:24:43+00:00,5,0.728795563883289
215,00:02:56,37.781665000000004,-122.43045900000001,37.776617,-122.42608100000001,2007-01-01 01:57:21+00:00,0,0.011644310230488215
216,00:07:28,37.776671,-122.405024,37.767720000000004,-122.42988799999999,2007-01-07 04:11:49+00:00,6,0.882309942729376
217,00:09:56,37.778831,-122.396947,37.790706,-122.402879,2007-01-05 01:25:12+00:00,4,0.5800027452854684
218,00:08:12,37.782221,-122.42061100000001,37.770725,-122.41071799999999,2007-01-05 17:48:44+00:00,4,0.6775959898986725
219,00:10:06,37.772987,-122.406384,37.793812,-122.42646200000001,2007-01-03 01:41:33+00:00,2,0.29585081523401907
220,00:03:36,37.769764,-122.425096,37.777308000000005,-122.416098,2007-01-07 08:57:29+00:00,6,0.9106558420832417
221,00:04:08,37.766754999999996,-122.43004599999999,37.778186,-122.42338500000001,2007-01-02 05:30:45+00:00,1,0.1757065389061526
222,00:02:00,37.771188,-122.437021,37.764143,-122.43498799999999,2007-01-06 01:39:04+00:00,5,0.7242658428605213
223,00:06:20,37.76874,-122.42009099999999,37.778589000000004,-122.42854399999999,2007-01-07 07:12:26+00:00,6,0.9002320262356679
224,00:02:20,37.770976,-122.402653,37.769298,-122.412144,2007-01-04 05:11:39+00:00,3,0.4595855941971942
225,00:03:12,37.774471999999996,-122.45598700000001,37.781387,-122.45933799999999,2007-01-04 23:32:39+00:00,3,0.5688347255458736
226,00:05:24,37.789572,-122.459445,37.770414,-122.453774,2007-01-01 05:21:00+00:00,0,0.0318519265784978
